,mesa,CONSENSO FEDERAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,FRENTE DE TODOS,FRENTE NOS,JUNTOS POR EL CAMBIO,CONSENSO FEDERAL cant,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD cant,FRENTE DE TODOS cant,FRENTE NOS cant,JUNTOS POR EL CAMBIO cant,localidad,school,pmale,pfemale,18-25,25-35,35-45,45-55,55-65,65-75,>75,18-25_m,25-35_m,35-45_m,45-55_m,55-65_m,65-75_m,>75_m,18-25_f,25-35_f,35-45_f,45-55_f,55-65_f,65-75_f,>75_f
546,547,0.030716723549488054,0.027303754266211604,0.5221843003412969,0.03754266211604096,0.3822525597269625,9,8,153,11,112,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,50.28571428571429,49.714285714285715,20.749279538904897,26.224783861671465,19.308357348703172,16.42651296829971,11.23919308357349,4.322766570605188,1.7291066282420748,19.767441860465123,26.744186046511626,22.09302325581395,13.953488372093025,11.046511627906975,4.651162790697675,1.7441860465116281,21.714285714285715,25.71428571428571,16.57142857142857,18.857142857142858,11.428571428571427,4.0,1.7142857142857144
547,548,0.03914590747330961,0.02491103202846975,0.505338078291815,0.014234875444839857,0.41637010676156583,11,7,142,4,117,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,51.42857142857142,48.57142857142857,21.26436781609195,22.701149425287355,20.114942528735632,16.379310344827587,11.20689655172414,6.0344827586206895,2.2988505747126435,22.485207100591715,21.893491124260358,17.159763313609467,17.75147928994083,10.059171597633137,7.100591715976331,3.5502958579881656,20.111731843575424,23.463687150837988,22.90502793296089,15.083798882681565,12.290502793296087,5.027932960893856,1.11731843575419
548,549,0.0711743772241993,0.021352313167259787,0.4697508896797153,0.010676156583629894,0.42704626334519574,20,6,132,3,120,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,47.42857142857143,52.57142857142857,20.916905444126073,21.48997134670487,20.343839541547283,16.618911174785097,10.888252148997138,7.4498567335243555,2.292263610315186,17.391304347826086,23.369565217391305,23.369565217391305,14.673913043478262,8.152173913043477,9.239130434782608,3.804347826086957,24.84848484848485,19.393939393939394,16.969696969696972,18.787878787878785,13.93939393939394,5.454545454545454,0.6060606060606061
549,550,0.03900709219858156,0.031914893617021274,0.475177304964539,0.02127659574468085,0.4326241134751773,11,9,134,6,122,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,52.28571428571429,47.714285714285715,20.916905444126073,24.06876790830945,16.045845272206304,18.624641833810887,12.320916905444125,6.0171919770773625,2.005730659025788,20.35928143712575,23.952095808383238,16.167664670658677,19.760479041916167,8.982035928143713,7.185628742514971,3.5928143712574854,21.428571428571427,24.17582417582417,15.93406593406593,17.582417582417587,15.384615384615385,4.945054945054945,0.5494505494505495
550,551,0.029197080291970802,0.025547445255474453,0.5693430656934306,0.014598540145985401,0.3613138686131387,8,7,156,4,99,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,52.85714285714286,47.14285714285714,25.146198830409354,22.807017543859647,22.514619883040933,9.941520467836256,8.47953216374269,8.47953216374269,2.631578947368421,27.67295597484277,20.754716981132077,20.754716981132077,8.805031446540882,9.433962264150944,10.062893081761008,2.515723270440252,22.950819672131143,24.590163934426233,24.043715846994534,10.928961748633881,7.650273224043716,7.103825136612022,2.7322404371584703
551,552,0.01858736059479554,0.03345724907063197,0.4646840148698885,0.011152416356877323,0.4721189591078067,5,9,125,3,127,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,52.0,48.0,22.965116279069772,24.41860465116279,19.767441860465123,15.116279069767439,8.13953488372093,5.813953488372092,3.7790697674418596,22.424242424242426,25.45454545454545,20.0,14.545454545454545,7.878787878787877,6.0606060606060606,3.636363636363636,23.463687150837988,23.463687150837988,19.553072625698324,15.64245810055866,8.379888268156424,5.58659217877095,3.910614525139665
552,553,0.04044117647058824,0.01838235294117647,0.48161764705882354,0.025735294117647058,0.4338235294117647,11,5,131,7,118,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,50.0,50.0,18.768328445747798,25.806451612903228,23.167155425219942,12.903225806451614,10.557184750733137,5.865102639296187,2.9325513196480935,19.298245614035086,25.730994152046787,23.976608187134506,12.280701754385964,11.111111111111109,5.263157894736842,2.3391812865497075,18.235294117647054,25.882352941176478,22.35294117647059,13.529411764705882,10.0,6.4705882352941195,3.5294117647058822
553,554,0.033962264150943396,0.018867924528301886,0.4716981132075472,0.03018867924528302,0.44528301886792454,9,5,125,8,118,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,55.14285714285714,44.85714285714285,22.38372093023256,23.255813953488367,23.255813953488367,12.5,11.046511627906975,4.069767441860465,3.4883720930232562,24.025974025974026,26.623376623376625,22.72727272727273,9.740259740259743,7.142857142857142,4.545454545454546,5.194805194805196,21.052631578947366,20.526315789473685,23.684210526315788,14.736842105263154,14.210526315789473,3.6842105263157885,2.1052631578947367
554,555,0.043478260869565216,0.026755852842809364,0.4414715719063545,0.023411371237458192,0.46488294314381273,13,8,132,7,139,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,46.85714285714286,53.14285714285714,27.665706051873197,19.308357348703172,15.561959654178677,16.138328530259365,10.374639769452449,7.492795389048991,3.4582132564841497,27.86885245901639,20.21857923497268,14.207650273224044,16.939890710382517,13.661202185792352,3.825136612021858,3.278688524590164,27.439024390243908,18.29268292682927,17.073170731707318,15.24390243902439,6.707317073170732,11.585365853658535,3.658536585365853
555,556,0.0364963503649635,0.032846715328467155,0.4416058394160584,0.021897810218978103,0.46715328467153283,10,9,121,6,128,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,49.714285714285715,50.28571428571429,26.224783861671465,19.020172910662826,18.443804034582133,14.985590778097984,11.52737752161383,6.916426512968299,2.8818443804034577,28.73563218390805,17.81609195402299,21.83908045977012,13.218390804597702,10.344827586206897,5.747126436781608,2.2988505747126435,23.69942196531792,20.231213872832374,15.028901734104045,16.76300578034682,12.716763005780347,8.092485549132949,3.4682080924855487
556,557,0.03676470588235294,0.029411764705882353,0.4742647058823529,0.03308823529411765,0.4264705882352941,10,8,129,9,116,MANUEL ALBERTI,ESCUELA EP N°2/ES N°29 ANEXO,52.85714285714286,47.14285714285714,25.07288629737609,25.94752186588921,19.533527696793,10.20408163265306,12.82798833819242,4.081632653061225,2.332361516034985,26.08695652173913,26.08695652173913,19.254658385093173,11.180124223602483,11.180124223602483,1.8633540372670807,4.3478260869565215,24.17582417582417,25.82417582417583,19.78021978021978,9.34065934065934,14.285714285714285,6.043956043956044,0.5494505494505495
557,558,0.025179856115107913,0.014388489208633094,0.5143884892086331,0.01079136690647482,0.4352517985611511,7,4,143,3,121,DEL VISO,ESCUELA EP N°28,53.42857142857142,46.57142857142857,22.857142857142854,22.57142857142857,18.857142857142858,16.857142857142858,8.285714285714285,7.142857142857142,3.428571428571429,23.926380368098158,17.791411042944784,16.56441717791411,17.791411042944784,11.65644171779141,7.361963190184048,4.9079754601227,21.92513368983957,26.737967914438507,20.855614973262032,16.042780748663098,5.3475935828877015,6.951871657754011,2.13903743315508
558,559,0.01773049645390071,0.02127659574468085,0.4397163120567376,0.01773049645390071,0.5035460992907801,5,6,124,5,142,DEL VISO,ESCUELA EP N°28,48.28571428571429,51.714285714285715,22.701149425287355,23.27586206896552,18.103448275862068,15.804597701149426,10.057471264367816,6.609195402298851,3.4482758620689653,21.11111111111111,28.88888888888889,16.666666666666664,12.222222222222221,11.666666666666664,6.666666666666668,2.7777777777777777,24.404761904761905,17.261904761904766,19.642857142857142,19.642857142857142,8.333333333333332,6.547619047619048,4.166666666666666
559,560,0.04797047970479705,0.014760147601476014,0.4907749077490775,0.03690036900369004,0.4095940959409594,13,4,133,10,111,DEL VISO,ESCUELA EP N°28,50.28571428571429,49.714285714285715,23.03206997084548,26.530612244897963,13.119533527696793,14.57725947521866,11.661807580174925,8.454810495626823,2.623906705539359,22.09302325581395,25.58139534883721,14.534883720930235,12.790697674418604,12.209302325581396,8.720930232558139,4.069767441860465,23.976608187134506,27.485380116959067,11.695906432748535,16.374269005847953,11.111111111111109,8.187134502923977,1.1695906432748535
560,561,0.03558718861209965,0.02491103202846975,0.45195729537366547,0.021352313167259787,0.46619217081850534,10,7,127,6,131,DEL VISO,ESCUELA EP N°28,52.28571428571429,47.714285714285715,21.037463976945244,24.495677233429394,15.273775216138327,16.714697406340054,12.391930835734868,6.916426512968299,3.1700288184438037,23.03030303030303,17.575757575757574,13.93939393939394,19.393939393939394,13.333333333333336,7.878787878787877,4.848484848484849,19.230769230769234,30.76923076923077,16.483516483516482,14.285714285714285,11.538461538461537,6.043956043956044,1.6483516483516485
561,562,0.02909090909090909,0.014545454545454545,0.509090909090909,0.01818181818181818,0.4290909090909091,8,4,140,5,118,DEL VISO,ESCUELA EP N°28,52.0,48.0,26.011560693641616,19.942196531791907,18.786127167630056,17.630057803468212,8.670520231213873,5.202312138728324,3.757225433526012,27.380952380952387,16.071428571428573,20.238095238095237,17.857142857142858,8.333333333333332,4.761904761904762,5.357142857142857,24.719101123595504,23.595505617977533,17.415730337078653,17.415730337078653,8.98876404494382,5.617977528089887,2.247191011235955
562,563,0.03571428571428571,0.03571428571428571,0.41785714285714287,0.02142857142857143,0.48928571428571427,10,10,117,6,137,DEL VISO,ESCUELA EP N°28,56.00000000000001,44.0,26.300578034682086,21.387283236994218,17.052023121387286,17.630057803468212,10.404624277456648,4.624277456647398,2.601156069364162,27.1523178807947,17.880794701986755,13.90728476821192,25.827814569536425,8.609271523178807,5.960264900662253,0.6622516556291391,25.64102564102564,24.102564102564106,19.48717948717949,11.282051282051285,11.794871794871796,3.589743589743589,4.102564102564102
563,564,0.03508771929824561,0.021052631578947368,0.4280701754385965,0.014035087719298246,0.5017543859649123,10,6,122,4,143,DEL VISO,ESCUELA EP N°28,51.42857142857142,48.57142857142857,24.347826086956523,20.0,19.130434782608692,15.942028985507244,10.434782608695652,6.086956521739131,4.057971014492753,23.952095808383238,18.562874251497004,20.35928143712575,18.562874251497004,7.7844311377245505,7.7844311377245505,2.9940119760479043,24.719101123595504,21.34831460674157,17.97752808988764,13.483146067415731,12.921348314606742,4.49438202247191,5.056179775280898
564,565,0.04,0.03272727272727273,0.46545454545454545,0.04,0.4218181818181818,11,9,128,11,116,DEL VISO,ESCUELA EP N°28,47.42857142857143,52.57142857142857,28.862973760932952,20.11661807580175,16.909620991253647,14.868804664723035,7.288629737609329,7.288629737609329,4.664723032069972,28.7292817679558,18.78453038674033,13.812154696132598,15.469613259668508,8.839779005524859,8.839779005524859,5.524861878453039,29.012345679012352,21.604938271604933,20.37037037037037,14.197530864197528,5.5555555555555545,5.5555555555555545,3.7037037037037033
565,566,0.03859649122807018,0.02456140350877193,0.519298245614035,0.014035087719298246,0.40350877192982454,11,7,148,4,115,DEL VISO,ESCUELA EP N°28,51.42857142857142,48.57142857142857,22.89855072463768,23.47826086956522,20.869565217391305,14.492753623188404,10.434782608695652,4.3478260869565215,3.4782608695652173,23.49397590361446,24.09638554216868,22.289156626506024,14.457831325301207,8.433734939759036,5.421686746987952,1.8072289156626504,22.3463687150838,22.90502793296089,19.553072625698324,14.52513966480447,12.290502793296087,3.35195530726257,5.027932960893856
566,567,0.018656716417910446,0.011194029850746268,0.5074626865671642,0.0,0.4626865671641791,5,3,136,0,124,DEL VISO,ESCUELA EP N°28,46.85714285714286,53.14285714285714,23.98843930635838,21.965317919075147,19.364161849710978,15.028901734104045,8.670520231213873,6.069364161849711,4.913294797687861,25.136612021857925,18.032786885245898,19.12568306010929,15.300546448087433,7.650273224043716,7.103825136612022,7.650273224043716,22.699386503067483,26.380368098159515,19.6319018404908,14.723926380368097,9.8159509202454,4.9079754601227,1.8404907975460123
567,568,0.04316546762589928,0.017985611510791366,0.4784172661870504,0.01079136690647482,0.44964028776978415,12,5,133,3,125,DEL VISO,ESCUELA EP N°28,54.85714285714286,45.14285714285714,19.767441860465123,25.290697674418613,20.63953488372093,16.27906976744186,11.918604651162793,4.651162790697675,1.4534883720930232,19.871794871794872,26.923076923076927,18.58974358974359,15.384615384615385,13.461538461538463,5.128205128205128,0.641025641025641,19.680851063829788,23.936170212765962,22.34042553191489,17.02127659574468,10.638297872340424,4.25531914893617,2.127659574468085
568,569,0.027874564459930314,0.010452961672473868,0.4808362369337979,0.006968641114982578,0.4738675958188153,8,3,138,2,136,MANUEL ALBERTI,ESCUELA EP N°33,49.714285714285715,50.28571428571429,20.57971014492753,22.608695652173914,20.0,15.942028985507244,11.014492753623188,7.5362318840579725,2.318840579710145,22.09302325581395,19.186046511627904,21.51162790697675,15.116279069767439,12.209302325581396,7.558139534883719,2.3255813953488373,19.07514450867052,26.011560693641616,18.497109826589593,16.76300578034682,9.826589595375722,7.514450867052022,2.312138728323699
569,570,0.03914590747330961,0.046263345195729534,0.49110320284697506,0.02491103202846975,0.398576512455516,11,13,138,7,112,MANUEL ALBERTI,ESCUELA EP N°33,46.57142857142857,53.42857142857142,24.198250728862966,26.530612244897963,20.99125364431487,11.661807580174925,8.746355685131196,5.539358600583091,2.332361516034985,23.369565217391305,25.0,20.65217391304348,11.41304347826087,10.869565217391305,6.521739130434782,2.1739130434782608,25.157232704402517,28.301886792452827,21.383647798742142,11.949685534591195,6.289308176100628,4.402515723270441,2.515723270440252
570,571,0.041811846689895474,0.020905923344947737,0.5296167247386759,0.013937282229965157,0.39372822299651566,12,6,152,4,113,MANUEL ALBERTI,ESCUELA EP N°33,50.57142857142857,49.42857142857143,23.32361516034985,24.198250728862966,19.825072886297377,13.994169096209912,7.580174927113703,7.288629737609329,3.7900874635568513,22.35294117647059,24.705882352941174,18.823529411764707,17.647058823529417,6.4705882352941195,5.294117647058823,4.705882352941177,24.277456647398843,23.69942196531792,20.809248554913296,10.404624277456648,8.670520231213873,9.248554913294797,2.8901734104046244
571,572,0.03819444444444445,0.024305555555555556,0.53125,0.010416666666666666,0.3958333333333333,11,7,153,3,114,MANUEL ALBERTI,ESCUELA EP N°33,50.85714285714285,49.14285714285714,26.436781609195403,25.57471264367816,14.367816091954026,12.35632183908046,12.06896551724138,6.321839080459771,2.8735632183908044,27.485380116959067,24.561403508771928,11.695906432748535,12.865497076023393,11.111111111111109,7.0175438596491215,5.263157894736842,25.423728813559322,26.553672316384183,16.94915254237288,11.864406779661017,12.994350282485875,5.649717514124294,0.5649717514124294
572,573,0.02112676056338028,0.028169014084507043,0.5316901408450704,0.01056338028169014,0.4084507042253521,6,8,151,3,116,MANUEL ALBERTI,ESCUELA EP N°33,52.85714285714286,47.14285714285714,22.47838616714698,24.20749279538905,21.037463976945244,16.42651296829971,10.374639769452449,3.746397694524496,1.7291066282420748,25.0,25.0,21.341463414634145,14.634146341463413,10.365853658536585,1.829268292682927,1.829268292682927,20.21857923497268,23.497267759562842,20.76502732240437,18.032786885245898,10.382513661202186,5.464480874316941,1.639344262295082
573,574,0.03767123287671233,0.03424657534246575,0.4965753424657534,0.0136986301369863,0.4178082191780822,11,10,145,4,122,MANUEL ALBERTI,ESCUELA EP N°33,46.28571428571429,53.714285714285715,26.3768115942029,22.89855072463768,19.130434782608692,11.594202898550725,13.043478260869565,5.217391304347826,1.7391304347826086,27.567567567567572,21.621621621621625,20.0,12.432432432432432,11.891891891891891,4.3243243243243255,2.1621621621621623,25.0,24.375,18.125,10.625,14.374999999999998,6.25,1.25
574,575,0.05357142857142857,0.02142857142857143,0.5678571428571428,0.017857142857142856,0.3392857142857143,15,6,159,5,95,MANUEL ALBERTI,ESCUELA EP N°33,54.28571428571429,45.714285714285715,19.82758620689655,27.58620689655172,17.81609195402299,14.942528735632186,12.35632183908046,4.885057471264369,2.586206896551724,18.867924528301888,28.301886792452827,15.094339622641508,17.610062893081764,11.320754716981131,5.031446540880504,3.7735849056603774,20.634920634920636,26.984126984126984,20.105820105820104,12.698412698412698,13.227513227513224,4.761904761904762,1.5873015873015872
575,576,0.03754266211604096,0.034129692832764506,0.48464163822525597,0.027303754266211604,0.41638225255972694,11,10,142,8,122,MANUEL ALBERTI,ESCUELA EP N°33,50.28571428571429,49.714285714285715,25.58139534883721,22.965116279069772,18.313953488372096,12.790697674418604,11.046511627906975,6.9767441860465125,2.3255813953488373,25.882352941176478,21.176470588235293,19.411764705882355,14.117647058823529,9.411764705882351,6.4705882352941195,3.5294117647058822,25.287356321839084,24.71264367816092,17.24137931034483,11.494252873563216,12.643678160919542,7.471264367816093,1.1494252873563218
576,577,0.02768166089965398,0.031141868512110725,0.4982698961937716,0.03460207612456748,0.4083044982698962,8,9,144,10,118,MANUEL ALBERTI,ESCUELA EP N°33,49.42857142857143,50.57142857142857,20.348837209302324,24.12790697674419,24.12790697674419,12.209302325581396,9.30232558139535,6.395348837209302,3.4883720930232562,20.689655172413797,22.988505747126432,21.26436781609195,12.643678160919542,11.494252873563216,6.896551724137932,4.022988505747127,20.0,25.294117647058826,27.058823529411764,11.764705882352938,7.0588235294117645,5.882352941176469,2.9411764705882346
577,578,0.028070175438596492,0.017543859649122806,0.5298245614035088,0.017543859649122806,0.4070175438596491,8,5,151,5,116,MANUEL ALBERTI,ESCUELA EP N°33,49.14285714285714,50.85714285714285,23.47826086956522,19.420289855072465,20.869565217391305,14.492753623188404,12.753623188405795,6.086956521739131,2.898550724637681,22.543352601156073,21.965317919075147,21.965317919075147,14.450867052023122,8.092485549132949,7.514450867052022,3.4682080924855487,24.41860465116279,16.86046511627907,19.767441860465123,14.534883720930235,17.441860465116278,4.651162790697675,2.3255813953488373
578,579,0.031914893617021274,0.028368794326241134,0.5283687943262412,0.028368794326241134,0.3829787234042553,9,8,149,8,108,MANUEL ALBERTI,ESCUELA EP N°33,49.42857142857143,50.57142857142857,21.387283236994218,26.011560693641616,19.364161849710978,15.606936416184974,10.693641618497109,4.0462427745664735,2.8901734104046244,21.26436781609195,24.71264367816092,20.114942528735632,17.81609195402299,10.344827586206897,4.022988505747127,1.7241379310344829,21.51162790697675,27.325581395348834,18.6046511627907,13.372093023255813,11.046511627906975,4.069767441860465,4.069767441860465
579,580,0.036231884057971016,0.018115942028985508,0.45652173913043476,0.014492753623188406,0.4746376811594203,10,5,126,4,131,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,45.714285714285715,54.28571428571429,21.51162790697675,17.441860465116278,18.6046511627907,18.313953488372096,11.918604651162793,7.558139534883719,4.651162790697675,22.459893048128343,18.181818181818183,18.71657754010695,17.647058823529417,9.62566844919786,8.021390374331549,5.3475935828877015,20.382165605095548,16.560509554140125,18.471337579617835,19.10828025477707,14.64968152866242,7.0063694267515935,3.8216560509554136
580,581,0.04452054794520548,0.0273972602739726,0.5616438356164384,0.0136986301369863,0.3527397260273973,13,8,164,4,103,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,47.14285714285714,52.85714285714286,17.91907514450867,23.98843930635838,19.942196531791907,13.294797687861273,14.739884393063585,6.647398843930636,3.4682080924855487,17.486338797814213,24.590163934426233,17.486338797814213,13.661202185792352,16.393442622950822,6.0109289617486334,4.371584699453551,18.404907975460123,23.31288343558282,22.699386503067483,12.883435582822086,12.883435582822086,7.361963190184048,2.4539877300613497
581,582,0.031914893617021274,0.024822695035460994,0.4397163120567376,0.01773049645390071,0.4858156028368794,9,7,124,5,137,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,51.714285714285715,48.28571428571429,20.869565217391305,25.79710144927536,17.971014492753625,13.623188405797103,11.594202898550725,8.405797101449275,1.7391304347826086,17.46987951807229,22.891566265060238,21.686746987951807,12.650602409638553,12.650602409638553,10.240963855421684,2.409638554216868,24.022346368715088,28.49162011173184,14.52513966480447,14.52513966480447,10.614525139664805,6.70391061452514,1.11731843575419
582,583,0.033962264150943396,0.018867924528301886,0.4830188679245283,0.026415094339622643,0.4377358490566038,9,5,128,7,116,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,47.42857142857143,52.57142857142857,24.13793103448276,24.71264367816092,15.804597701149426,14.080459770114944,10.919540229885056,7.183908045977012,3.160919540229885,24.17582417582417,20.32967032967033,18.68131868131868,14.285714285714285,12.087912087912088,6.593406593406594,3.8461538461538463,24.09638554216868,29.518072289156628,12.650602409638553,13.855421686746988,9.63855421686747,7.831325301204821,2.409638554216868
583,584,0.0313588850174216,0.03484320557491289,0.5087108013937283,0.017421602787456445,0.4076655052264808,9,10,146,5,117,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,50.28571428571429,49.714285714285715,20.40816326530612,27.113702623906704,18.658892128279888,16.034985422740526,9.329446064139944,6.41399416909621,2.0408163265306123,22.94117647058824,24.117647058823533,19.411764705882355,17.647058823529417,8.235294117647058,5.882352941176469,1.7647058823529411,17.91907514450867,30.05780346820809,17.91907514450867,14.450867052023122,10.404624277456648,6.9364161849710975,2.312138728323699
584,585,0.042704626334519574,0.010676156583629894,0.49466192170818507,0.010676156583629894,0.4412811387900356,12,3,139,3,124,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,51.42857142857142,48.57142857142857,22.222222222222218,23.684210526315788,19.298245614035086,13.157894736842106,11.695906432748535,6.725146198830409,3.2163742690058483,21.084337349397593,22.891566265060238,18.072289156626507,13.855421686746988,12.048192771084338,8.433734939759036,3.6144578313253017,23.295454545454547,24.431818181818183,20.454545454545453,12.5,11.363636363636365,5.113636363636363,2.8409090909090913
585,586,0.030405405405405407,0.013513513513513514,0.46621621621621623,0.030405405405405407,0.4594594594594595,9,4,138,9,136,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,53.14285714285714,46.85714285714286,24.561403508771928,17.83625730994152,19.5906432748538,20.46783625730994,9.35672514619883,5.263157894736842,2.9239766081871337,24.68354430379747,17.088607594936708,14.556962025316455,22.15189873417721,9.49367088607595,8.860759493670884,3.1645569620253164,24.456521739130434,18.47826086956521,23.91304347826087,19.021739130434785,9.239130434782608,2.1739130434782608,2.717391304347826
586,587,0.04745762711864407,0.01694915254237288,0.5016949152542373,0.01694915254237288,0.41694915254237286,14,5,148,5,123,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,48.85714285714285,51.14285714285714,23.410404624277447,26.300578034682086,19.07514450867052,14.739884393063585,9.53757225433526,4.0462427745664735,2.8901734104046244,22.598870056497177,26.553672316384183,19.209039548022602,14.124293785310734,8.47457627118644,4.519774011299434,4.519774011299434,24.2603550295858,26.035502958579887,18.93491124260355,15.384615384615385,10.650887573964498,3.5502958579881656,1.183431952662722
587,588,0.030927835051546393,0.024054982817869417,0.47766323024054985,0.01718213058419244,0.45017182130584193,9,7,139,5,131,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,48.57142857142857,51.42857142857142,20.05813953488372,21.80232558139535,21.51162790697675,15.988372093023255,9.593023255813952,6.686046511627906,4.3604651162790695,20.224719101123593,20.224719101123593,20.786516853932586,17.415730337078653,10.112359550561797,7.303370786516854,3.9325842696629216,19.87951807228916,23.49397590361446,22.289156626506024,14.457831325301207,9.036144578313252,6.024096385542169,4.819277108433735
588,589,0.040145985401459854,0.025547445255474453,0.48175182481751827,0.025547445255474453,0.42700729927007297,11,7,132,7,117,MANUEL ALBERTI,ESCUELA EP N°46/ES N°29,52.85714285714286,47.14285714285714,21.57434402332361,23.9067055393586,20.699708454810494,13.994169096209912,11.078717201166182,6.41399416909621,2.332361516034985,18.01242236024845,25.465838509316768,22.360248447204967,13.664596273291925,11.180124223602483,6.211180124223603,3.1055900621118013,24.72527472527473,22.52747252747253,19.230769230769234,14.285714285714285,10.989010989010987,6.593406593406594,1.6483516483516485
589,590,0.056179775280898875,0.0149812734082397,0.42696629213483145,0.026217228464419477,0.4756554307116105,15,4,114,7,127,DEL VISO,ESCUELA EP N°21,48.85714285714285,51.14285714285714,19.020172910662826,24.783861671469737,19.308357348703172,16.714697406340054,10.086455331412104,6.628242074927955,3.4582132564841497,21.022727272727273,26.70454545454545,20.454545454545453,12.5,9.659090909090908,4.545454545454546,5.113636363636363,16.95906432748538,22.807017543859647,18.128654970760234,21.052631578947366,10.526315789473683,8.771929824561402,1.7543859649122806
590,591,0.02464788732394366,0.02464788732394366,0.46830985915492956,0.03169014084507042,0.4507042253521127,7,7,133,9,128,DEL VISO,ESCUELA EP N°21,48.57142857142857,51.42857142857142,20.689655172413797,24.13793103448276,21.26436781609195,12.643678160919542,9.482758620689657,8.333333333333332,3.4482758620689653,21.787709497206702,23.463687150837988,22.3463687150838,13.40782122905028,7.82122905027933,8.379888268156424,2.793296089385475,19.526627218934916,24.852071005917157,20.118343195266274,11.83431952662722,11.242603550295858,8.284023668639055,4.142011834319527
591,592,0.03296703296703297,0.04395604395604396,0.4725274725274725,0.02564102564102564,0.4249084249084249,9,12,129,7,116,DEL VISO,ESCUELA EP N°21,51.14285714285714,48.85714285714285,24.41860465116279,21.22093023255814,15.988372093023255,19.767441860465123,10.174418604651162,5.813953488372092,2.6162790697674416,24.404761904761905,24.404761904761905,14.285714285714285,20.833333333333336,10.714285714285714,4.166666666666666,1.1904761904761905,24.431818181818183,18.181818181818183,17.613636363636363,18.75,9.659090909090908,7.386363636363638,3.977272727272727
592,593,0.041666666666666664,0.03125,0.4652777777777778,0.020833333333333332,0.4409722222222222,12,9,134,6,127,DEL VISO,ESCUELA EP N°21,53.14285714285714,46.85714285714286,19.82758620689655,24.13793103448276,18.103448275862068,14.942528735632186,13.218390804597702,6.896551724137932,2.8735632183908044,18.404907975460123,22.085889570552148,18.404907975460123,19.6319018404908,11.042944785276074,6.7484662576687136,3.6809815950920246,21.081081081081077,25.94594594594595,17.83783783783784,10.810810810810812,15.135135135135135,7.027027027027027,2.1621621621621623
593,594,0.01773049645390071,0.03900709219858156,0.43617021276595747,0.028368794326241134,0.4787234042553192,5,11,123,8,135,DEL VISO,ESCUELA EP N°21,52.85714285714286,47.14285714285714,23.98843930635838,23.410404624277447,19.07514450867052,16.473988439306353,9.826589595375722,4.624277456647398,2.601156069364162,22.560975609756103,23.78048780487805,19.51219512195122,18.902439024390247,8.536585365853659,4.2682926829268295,2.4390243902439024,25.274725274725274,23.07692307692308,18.68131868131868,14.285714285714285,10.989010989010987,4.945054945054945,2.7472527472527477
594,595,0.022727272727272728,0.030303030303030304,0.571969696969697,0.026515151515151516,0.3484848484848485,6,8,151,7,92,DEL VISO,ESCUELA EP N°21,49.14285714285714,50.85714285714285,21.428571428571427,20.857142857142858,19.142857142857142,16.57142857142857,10.857142857142858,7.7142857142857135,3.428571428571429,23.595505617977533,20.786516853932586,19.662921348314608,14.606741573033707,9.550561797752808,8.426966292134832,3.3707865168539324,19.186046511627904,20.930232558139533,18.6046511627907,18.6046511627907,12.209302325581396,6.9767441860465125,3.4883720930232562
595,596,0.020761245674740483,0.02422145328719723,0.4359861591695502,0.020761245674740483,0.4982698961937716,6,7,126,6,144,MANUEL ALBERTI,COLEGIO FUNDACION CRISTIANA,45.714285714285715,54.28571428571429,26.315789473684212,19.00584795321637,16.95906432748538,15.497076023391811,12.865497076023393,6.432748538011697,2.9239766081871337,24.193548387096772,20.967741935483872,17.20430107526882,15.053763440860214,14.516129032258064,4.838709677419356,3.2258064516129035,28.846153846153847,16.666666666666664,16.666666666666664,16.025641025641026,10.8974358974359,8.333333333333332,2.564102564102564
