,mesa,CONSENSO FEDERAL,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,FRENTE DE TODOS,FRENTE NOS,JUNTOS POR EL CAMBIO,localidad,school,pmale,pfemale,18-25,25-35,35-45,45-55,55-65,65-75,>75,18-25_m,25-35_m,35-45_m,45-55_m,55-65_m,65-75_m,>75_m,18-25_f,25-35_f,35-45_f,45-55_f,55-65_f,65-75_f,>75_f
124,125,0.05832037325038881,0.03576982892690513,0.4548989113530326,0.016329704510108865,0.41990668740279935,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,52.57142857142857,47.42857142857143,24.42528735632184,22.1264367816092,18.678160919540232,18.103448275862068,8.620689655172415,5.747126436781608,2.2988505747126435,24.84848484848485,20.60606060606061,23.03030303030303,20.0,4.848484848484849,4.848484848484849,1.818181818181818,24.043715846994534,23.497267759562842,14.754098360655734,16.393442622950822,12.021857923497267,6.557377049180328,2.7322404371584703
125,126,0.05161787365177196,0.02696456086286595,0.4121725731895223,0.009244992295839754,0.4892141756548536,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,50.0,50.0,22.807017543859647,23.976608187134506,16.374269005847953,13.157894736842106,12.865497076023393,7.602339181286548,3.2163742690058483,19.298245614035086,22.222222222222218,19.298245614035086,12.280701754385964,11.695906432748535,9.35672514619883,5.847953216374267,26.315789473684212,25.730994152046787,13.450292397660814,14.035087719298243,14.035087719298243,5.847953216374267,0.5847953216374269
126,127,0.058734939759036146,0.02108433734939759,0.4917168674698795,0.02409638554216868,0.38478915662650603,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,45.42857142857143,54.57142857142857,26.239067055393587,21.865889212827987,21.282798833819246,16.034985422740526,8.16326530612245,4.956268221574344,1.4577259475218658,23.809523809523807,22.75132275132275,23.280423280423285,15.873015873015873,8.465608465608465,4.232804232804233,1.5873015873015872,29.220779220779217,20.779220779220783,18.831168831168828,16.233766233766232,7.792207792207793,5.844155844155844,1.2987012987012987
127,128,0.03656597774244833,0.026232114467408585,0.46581875993640703,0.017488076311605726,0.43640699523052473,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,53.42857142857142,46.57142857142857,25.433526011560694,25.144508670520228,13.583815028901732,17.052023121387286,11.560693641618498,2.8901734104046244,4.335260115606936,30.0,22.5,10.0,17.5,11.875,2.5,5.625,21.505376344086017,27.41935483870968,16.666666666666664,16.666666666666664,11.29032258064516,3.2258064516129035,3.2258064516129035
128,129,0.04163454124903623,0.04163454124903624,0.31148804934464147,0.013107170393215111,0.5713184271395528,VILLA ASTOLFI,ESCUELA EP N°23/EES N°11,47.42857142857143,52.57142857142857,29.65116279069768,22.38372093023256,18.023255813953487,13.372093023255813,8.720930232558139,4.941860465116279,2.9069767441860463,34.615384615384606,19.230769230769234,17.032967032967033,14.285714285714285,7.6923076923076925,3.8461538461538463,3.296703296703297,24.074074074074073,25.925925925925927,19.1358024691358,12.345679012345679,9.876543209876543,6.172839506172839,2.469135802469136
129,130,0.07503828483920368,0.03751914241960184,0.46784073506891277,0.029862174578866772,0.3782542113323124,PILAR,ESCUELA EP N°36/ES N°22,50.85714285714285,49.14285714285714,21.865889212827987,20.40816326530612,19.825072886297377,16.3265306122449,10.495626822157435,5.830903790087462,5.247813411078718,19.87951807228916,18.072289156626507,19.27710843373494,18.072289156626507,10.240963855421684,7.2289156626506035,7.2289156626506035,23.728813559322035,22.598870056497177,20.33898305084746,14.689265536723163,10.734463276836157,4.519774011299434,3.3898305084745757
130,131,0.07242798353909466,0.04197530864197531,0.5423868312757202,0.01646090534979424,0.3004115226337448,PILAR,ESCUELA EP N°36/ES N°22,47.42857142857143,52.57142857142857,25.072046109510087,22.190201729106633,18.155619596541786,17.002881844380404,11.23919308357349,5.187319884726224,1.1527377521613833,24.590163934426233,19.672131147540984,16.939890710382517,19.672131147540984,12.021857923497267,6.0109289617486334,1.0928961748633879,25.609756097560968,25.0,19.51219512195122,14.02439024390244,10.365853658536585,4.2682926829268295,1.2195121951219512
131,132,0.051380368098159504,0.022239263803680985,0.5291411042944786,0.029141104294478526,0.3535276073619632,PILAR,ESCUELA EP N°36/ES N°22,48.57142857142857,51.42857142857142,27.53623188405797,24.63768115942029,17.101449275362317,14.492753623188404,9.565217391304348,5.507246376811594,1.1594202898550725,23.728813559322035,23.16384180790961,19.209039548022602,13.559322033898303,11.864406779661017,6.214689265536723,2.2598870056497176,31.54761904761905,26.190476190476193,14.88095238095238,15.476190476190474,7.142857142857142,4.761904761904762,0.0
132,133,0.05474171164225135,0.013878180416345412,0.5319969159599075,0.009252120277563608,0.3747108712413262,PILAR,ESCUELA EP N°36/ES N°22,52.28571428571429,47.714285714285715,30.52325581395349,17.732558139534884,15.406976744186045,15.69767441860465,13.372093023255813,4.651162790697675,2.6162790697674416,35.80246913580247,16.049382716049386,13.580246913580249,14.814814814814813,13.580246913580249,3.08641975308642,3.08641975308642,25.82417582417583,19.230769230769234,17.032967032967033,16.483516483516482,13.186813186813188,6.043956043956044,2.1978021978021984
133,134,0.06349206349206349,0.0365079365079365,0.4753968253968254,0.016666666666666666,0.380952380952381,PILAR,ESCUELA EP N°36/ES N°22,51.14285714285714,48.85714285714285,29.23976608187134,18.128654970760234,16.95906432748538,16.95906432748538,11.111111111111109,3.8011695906432745,3.8011695906432745,24.550898203592812,20.95808383233533,15.568862275449105,14.371257485029941,14.97005988023952,4.790419161676646,4.790419161676646,33.714285714285715,15.428571428571427,18.285714285714285,19.428571428571427,7.428571428571429,2.8571428571428568,2.8571428571428568
134,135,0.052941176470588235,0.03897058823529412,0.4595588235294118,0.01911764705882353,0.4139705882352941,PILAR,ESCUELA EP N°36/ES N°22,44.85714285714285,55.14285714285714,20.99125364431487,26.822157434402328,19.825072886297377,13.702623906705536,9.329446064139944,5.830903790087462,3.498542274052478,22.75132275132275,31.216931216931208,16.402116402116402,12.16931216931217,9.523809523809524,4.232804232804233,3.7037037037037033,18.831168831168828,21.428571428571427,24.025974025974026,15.584415584415586,9.090909090909092,7.792207792207793,3.2467532467532463
135,136,0.04947283049472831,0.038118410381184104,0.543390105433901,0.0316301703163017,0.32522303325223034,PILAR,ESCUELA EP N°36/ES N°22,50.57142857142857,49.42857142857143,21.345029239766077,22.807017543859647,19.298245614035086,16.374269005847953,10.526315789473683,6.432748538011697,3.2163742690058483,22.94117647058824,18.823529411764707,18.235294117647054,15.882352941176471,10.588235294117649,8.823529411764708,4.705882352941177,19.767441860465123,26.744186046511626,20.348837209302324,16.86046511627907,10.465116279069766,4.069767441860465,1.7441860465116281
136,137,0.03855421686746988,0.015261044176706828,0.6112449799196787,0.02409638554216868,0.2883534136546185,PILAR,ESCUELA EP N°36/ES N°22,52.28571428571429,47.714285714285715,22.190201729106633,23.05475504322766,19.020172910662826,16.42651296829971,11.52737752161383,6.051873198847263,1.7291066282420748,20.35928143712575,26.34730538922156,16.766467065868262,17.365269461077844,9.580838323353293,7.185628742514971,2.395209580838324,23.88888888888889,20.0,21.11111111111111,15.555555555555555,13.333333333333336,5.0,1.1111111111111112
137,138,0.04376012965964344,0.03970826580226904,0.46677471636952994,0.019448946515397084,0.41815235008103724,PILAR,INSTITUTO ATLETICO PILAR,48.28571428571429,51.714285714285715,23.235294117647058,19.705882352941178,21.176470588235293,14.411764705882351,10.0,8.235294117647058,3.2352941176470598,19.88636363636364,19.88636363636364,23.295454545454547,14.772727272727273,10.227272727272727,7.954545454545454,3.977272727272727,26.82926829268293,19.51219512195122,18.902439024390247,14.02439024390244,9.75609756097561,8.536585365853659,2.4390243902439024
138,139,0.057283142389525366,0.0204582651391162,0.3993453355155483,0.031096563011456628,0.46317512274959083,PILAR,INSTITUTO ATLETICO PILAR,48.57142857142857,51.42857142857142,25.72254335260116,22.832369942196532,18.497109826589593,16.76300578034682,9.53757225433526,5.202312138728324,1.4450867052023122,26.404494382022467,17.97752808988764,20.786516853932586,15.730337078651687,11.797752808988767,5.617977528089887,1.6853932584269662,25.0,27.97619047619048,16.071428571428573,17.857142857142858,7.142857142857142,4.761904761904762,1.1904761904761905
139,140,0.09892638036809817,0.04754601226993865,0.39187116564417174,0.015337423312883436,0.4279141104294478,PILAR,INSTITUTO ATLETICO PILAR,49.42857142857143,50.57142857142857,19.020172910662826,24.495677233429394,19.308357348703172,19.308357348703172,10.95100864553314,4.899135446685879,2.0172910662824206,16.57142857142857,26.857142857142854,20.0,20.57142857142857,10.285714285714283,3.428571428571429,2.2857142857142856,21.51162790697675,22.09302325581395,18.6046511627907,18.023255813953487,11.627906976744184,6.395348837209302,1.7441860465116281
140,141,0.08478605388272584,0.019809825673534072,0.4469096671949287,0.019809825673534072,0.40491283676703643,PILAR,INSTITUTO ATLETICO PILAR,46.57142857142857,53.42857142857142,27.167630057803464,23.98843930635838,18.786127167630056,14.161849710982661,9.826589595375722,2.8901734104046244,3.1791907514450863,28.10810810810811,25.94594594594595,17.83783783783784,11.891891891891891,10.27027027027027,2.1621621621621623,3.7837837837837838,26.08695652173913,21.73913043478261,19.87577639751553,16.770186335403732,9.316770186335404,3.7267080745341614,2.4844720496894412
141,142,0.0710732054015636,0.03695806680881308,0.46197583511016344,0.00923951670220327,0.39943141435678753,PILAR,INSTITUTO ATLETICO PILAR,49.14285714285714,50.85714285714285,23.919308357348704,24.20749279538905,18.73198847262248,17.002881844380404,9.221902017291066,6.051873198847263,0.8645533141210375,20.454545454545453,29.54545454545455,18.181818181818183,17.045454545454547,6.8181818181818175,6.25,1.7045454545454544,27.485380116959067,18.71345029239766,19.298245614035086,16.95906432748538,11.695906432748535,5.847953216374267,0.0
142,143,0.03965107057890563,0.023790642347343377,0.4845360824742268,0.020618556701030927,0.408406026962728,PILAR,INSTITUTO ATLETICO PILAR,52.28571428571429,47.714285714285715,28.40579710144928,21.73913043478261,15.65217391304348,15.942028985507244,9.855072463768117,5.797101449275362,2.608695652173913,31.325301204819283,22.891566265060238,15.06024096385542,14.457831325301207,8.433734939759036,4.819277108433735,3.0120481927710845,25.698324022346373,20.670391061452516,16.201117318435752,17.318435754189945,11.1731843575419,6.70391061452514,2.23463687150838
143,144,0.08513931888544891,0.01934984520123839,0.48065015479876166,0.025541795665634675,0.358359133126935,PILAR,INSTITUTO ATLETICO PILAR,54.57142857142857,45.42857142857143,21.32564841498559,21.037463976945244,25.93659942363112,14.409221902017293,7.780979827089339,5.763688760806915,3.746397694524496,22.43589743589744,24.35897435897436,24.35897435897436,14.743589743589745,6.41025641025641,4.487179487179487,3.205128205128205,20.418848167539267,18.32460732984293,27.225130890052355,14.136125654450266,8.900523560209422,6.806282722513089,4.18848167539267
144,145,0.04820261437908497,0.03839869281045751,0.4918300653594771,0.032679738562091505,0.35866013071895425,PILAR,INSTITUTO ATLETICO PILAR,50.28571428571429,49.714285714285715,26.239067055393587,23.615160349854232,16.909620991253647,14.57725947521866,7.871720116618077,8.746355685131196,2.0408163265306123,26.315789473684212,22.222222222222218,15.789473684210524,15.204678362573096,8.187134502923977,9.35672514619883,2.9239766081871337,26.16279069767442,25.0,18.023255813953487,13.953488372093025,7.558139534883719,8.13953488372093,1.162790697674419
145,146,0.05869242199108469,0.03937592867756315,0.4309063893016345,0.03491827637444279,0.41604754829123325,PILAR,INSTITUTO ATLETICO PILAR,52.57142857142857,47.42857142857143,27.696793002915452,22.740524781341108,18.075801749271136,12.82798833819242,10.787172011661806,5.247813411078718,2.623906705539359,25.0,25.609756097560968,17.682926829268293,12.19512195121951,9.75609756097561,6.097560975609755,3.658536585365853,30.16759776536313,20.111731843575424,18.435754189944134,13.40782122905028,11.731843575418994,4.46927374301676,1.675977653631285
146,147,0.0784,0.029599999999999998,0.5296,0.0096,0.3288,PILAR,INSTITUTO ATLETICO PILAR,59.14285714285714,40.85714285714286,29.597701149425287,21.83908045977012,20.402298850574716,12.93103448275862,7.758620689655173,5.459770114942528,2.0114942528735638,33.098591549295776,21.12676056338028,21.12676056338028,12.676056338028168,6.338028169014084,4.929577464788731,0.7042253521126761,27.184466019417478,22.330097087378643,19.902912621359228,13.106796116504855,8.737864077669903,5.825242718446603,2.9126213592233015
147,148,0.03377265238879736,0.03459637561779242,0.5395387149917628,0.03377265238879736,0.3369028006589786,PILAR,CENTRO EDUCATIVO SAN JOSE,53.714285714285715,46.28571428571429,23.05475504322766,24.783861671469737,19.596541786743515,13.544668587896252,11.23919308357349,5.475504322766571,2.3054755043227666,19.87577639751553,29.192546583850927,16.770186335403732,14.906832298136644,11.801242236024844,5.590062111801243,1.8633540372670807,25.806451612903228,20.967741935483872,22.04301075268817,12.365591397849462,10.752688172043008,5.376344086021504,2.6881720430107525
148,149,0.0709163346613546,0.02549800796812749,0.5681274900398405,0.01593625498007968,0.301195219123506,PILAR,CENTRO EDUCATIVO SAN JOSE,50.57142857142857,49.42857142857143,26.80115273775216,25.648414985590783,18.155619596541786,10.95100864553314,11.815561959654179,5.475504322766571,1.1527377521613833,23.976608187134506,26.315789473684212,13.450292397660814,15.789473684210524,14.035087719298243,5.847953216374267,0.5847953216374269,29.54545454545455,25.0,22.72727272727273,6.25,9.659090909090908,5.113636363636363,1.7045454545454544
149,150,0.072646404744255,0.021497405485544848,0.5092661230541141,0.02075611564121571,0.35211267605633806,PILAR,CENTRO EDUCATIVO SAN JOSE,55.42857142857143,44.57142857142857,25.0,23.255813953488367,17.732558139534884,14.244186046511626,11.627906976744184,5.813953488372092,2.3255813953488373,24.342105263157894,23.02631578947368,19.736842105263158,13.157894736842106,9.210526315789473,8.552631578947368,1.973684210526316,25.52083333333333,23.4375,16.145833333333336,15.104166666666664,13.541666666666664,3.6458333333333335,2.604166666666667
