,mesa,1PAIS,CAMBIEMOS BUENOS AIRES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,SUMEMOS PILAR,UNIDAD CIUDADANA,1PAIS cant,CAMBIEMOS BUENOS AIRES cant,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES cant,FRENTE JUSTICIALISTA cant,SUMEMOS PILAR cant,UNIDAD CIUDADANA cant,localidad,school,18-25,25-35,35-45,45-55,55-65,65-75,>75
332,337,0.12686567164179105,0.3358208955223881,0.055970149253731345,0.055970149253731345,0.048507462686567165,0.376865671641791,34,90,15,15,13,101,Derqui,ESCUELA ES N°7,24.556213017751478,24.2603550295858,20.118343195266274,12.721893491124261,10.059171597633137,6.508875739644972,1.7751479289940828
333,338,0.12727272727272726,0.31272727272727274,0.03272727272727273,0.10545454545454545,0.03272727272727273,0.3890909090909091,35,86,9,29,9,107,Derqui,ESCUELA ES N°7,22.123893805309734,26.253687315634213,20.35398230088496,16.519174041297937,6.1946902654867255,5.604719764011799,2.949852507374631
334,339,0.07829181494661921,0.2775800711743772,0.042704626334519574,0.03914590747330961,0.017793594306049824,0.5444839857651246,22,78,12,11,5,153,Derqui,ESCUELA ES N°7,25.66371681415929,28.613569321533927,18.87905604719764,13.86430678466077,8.849557522123892,2.949852507374631,1.1799410029498525
335,340,0.17551020408163265,0.3795918367346939,0.036734693877551024,0.036734693877551024,0.0,0.37142857142857144,43,93,9,9,0,91,Derqui,ESCUELA ES N°7,25.748502994011968,19.46107784431138,20.65868263473054,12.874251497005988,13.473053892215571,4.491017964071856,3.293413173652695
336,341,0.12878787878787878,0.3181818181818182,0.05303030303030303,0.04924242424242424,0.045454545454545456,0.4053030303030303,34,84,14,13,12,107,Derqui,ESCUELA ES N°7,24.92401215805471,19.756838905775076,24.92401215805471,12.76595744680851,11.550151975683892,3.6474164133738602,2.4316109422492405
337,342,0.09505703422053231,0.40304182509505704,0.049429657794676805,0.057034220532319393,0.011406844106463879,0.3840304182509506,25,106,13,15,3,101,Derqui,ESCUELA ES N°7,24.69879518072289,22.891566265060238,22.289156626506024,9.93975903614458,9.33734939759036,8.132530120481928,2.710843373493976
338,343,0.12840466926070038,0.43190661478599224,0.038910505836575876,0.023346303501945526,0.03501945525291829,0.3424124513618677,33,111,10,6,9,88,Derqui,ESCUELA ES N°7,24.92581602373887,19.584569732937684,21.661721068249264,13.353115727002967,9.792284866468842,5.341246290801187,5.341246290801187
339,344,0.09803921568627451,0.5098039215686274,0.0392156862745098,0.0392156862745098,0.0392156862745098,0.27450980392156865,10,52,4,4,4,28,Derqui,ESCUELA ES N°7,22.222222222222218,29.629629629629626,15.555555555555555,16.296296296296298,11.111111111111109,2.2222222222222223,2.9629629629629632
340,345,0.12547528517110265,0.4144486692015209,0.026615969581749048,0.026615969581749048,0.030418250950570342,0.376425855513308,33,109,7,7,8,99,La Lonja,ESCUELA EP N°16/ES N°21,31.378299120234605,21.407624633431087,17.302052785923756,13.78299120234604,8.504398826979473,3.812316715542522,3.812316715542522
341,346,0.08921933085501858,0.5427509293680297,0.04460966542750929,0.04460966542750929,0.0037174721189591076,0.275092936802974,24,146,12,12,1,74,La Lonja,ESCUELA EP N°16/ES N°21,25.538461538461537,16.307692307692307,18.153846153846157,14.153846153846152,13.538461538461537,8.307692307692307,4.0
342,347,0.05725190839694656,0.5572519083969466,0.026717557251908396,0.022900763358778626,0.019083969465648856,0.31679389312977096,15,146,7,6,5,83,La Lonja,ESCUELA EP N°16/ES N°21,26.586102719033235,18.731117824773413,19.939577039274926,16.012084592145015,9.06344410876133,6.948640483383686,2.7190332326283992
343,348,0.08455882352941177,0.5257352941176471,0.04411764705882353,0.03676470588235294,0.029411764705882353,0.27941176470588236,23,143,12,10,8,76,La Lonja,ESCUELA EP N°16/ES N°21,30.33033033033033,18.01801801801802,16.516516516516518,17.117117117117118,8.708708708708707,5.105105105105106,4.2042042042042045
344,349,0.05970149253731343,0.5261194029850746,0.026119402985074626,0.03731343283582089,0.018656716417910446,0.332089552238806,16,141,7,10,5,89,La Lonja,ESCUELA EP N°16/ES N°21,23.511904761904763,21.428571428571427,16.964285714285715,20.238095238095237,8.630952380952381,6.547619047619048,2.6785714285714284
345,350,0.10247349823321555,0.5371024734982333,0.04240282685512368,0.007067137809187279,0.024734982332155476,0.2862190812720848,29,152,12,2,7,81,La Lonja,ESCUELA EP N°16/ES N°21,27.72861356932153,21.238938053097343,19.76401179941003,15.929203539823007,5.604719764011799,7.66961651917404,2.0648967551622417
346,351,0.06181818181818182,0.6,0.04,0.05090909090909091,0.01090909090909091,0.23636363636363636,17,165,11,14,3,65,La Lonja,ESCUELA EP N°16/ES N°21,23.44213649851632,15.430267062314538,19.584569732937684,16.023738872403566,13.353115727002967,7.4183976261127595,4.747774480712167
347,352,0.08108108108108109,0.61003861003861,0.019305019305019305,0.03861003861003861,0.007722007722007722,0.24324324324324326,21,158,5,10,2,63,La Lonja,ESCUELA EP N°16/ES N°21,25.449101796407188,18.862275449101798,19.46107784431138,15.269461077844312,9.281437125748502,5.9880239520958085,5.688622754491018
348,353,0.07665505226480836,0.5853658536585366,0.010452961672473868,0.03832752613240418,0.013937282229965157,0.27526132404181186,22,168,3,11,4,79,La Lonja,ESCUELA EP N°16/ES N°21,22.94117647058824,19.11764705882353,21.764705882352942,15.588235294117649,10.588235294117649,7.0588235294117645,2.9411764705882346
349,354,0.06593406593406594,0.5091575091575091,0.05860805860805861,0.02564102564102564,0.01098901098901099,0.32967032967032966,18,139,16,7,3,90,La Lonja,ESCUELA EP N°16/ES N°21,29.117647058823533,20.0,17.647058823529417,14.117647058823529,10.0,5.294117647058823,3.8235294117647056
350,355,0.10408921933085502,0.5204460966542751,0.03717472118959108,0.040892193308550186,0.011152416356877323,0.2862453531598513,28,140,10,11,3,77,La Lonja,ESCUELA EP N°16/ES N°21,19.87951807228916,15.963855421686745,20.783132530120486,20.48192771084337,12.048192771084338,5.120481927710842,5.7228915662650595
351,356,0.07782101167315175,0.490272373540856,0.042801556420233464,0.0311284046692607,0.04669260700389105,0.311284046692607,20,126,11,8,12,80,La Lonja,ESCUELA EP N°32/ESM N°31 ANEXO,29.58579881656805,18.639053254437872,17.159763313609467,16.56804733727811,8.579881656804734,5.325443786982249,4.142011834319527
352,357,0.05776173285198556,0.5595667870036101,0.036101083032490974,0.02527075812274368,0.018050541516245487,0.30324909747292417,16,155,10,7,5,84,La Lonja,ESCUELA EP N°32/ESM N°31 ANEXO,27.08333333333333,19.642857142857142,15.773809523809526,15.476190476190474,7.142857142857142,11.904761904761903,2.976190476190476
